question,note,optionD,optionC,optionB,mark,count,optionF,questionid,subject,optionE,year,type,optionA,paperName,answer
根据《煤矿重大安全生产隐患认定办法<试行>》之规定，年产6万t以上的煤矿单回路供电的，属于煤矿重大安全生产隐患。,,,,,0,,,1635,,,2012,判断题,,法律法规,y
回采工作面大面积落煤也会造成大量的瓦斯涌出。,,,,,0,,,1228,,,2012,判断题,,一通三防,y
下列选项中，瓦斯爆炸产生的有害因素主要有(        ),,有毒有害气体,高压,冲击波,0,3,,664,,,2012,多选题,高温,一通三防,ABCD
火势较大的明火火灾的处理关键是(        )。,,,封闭巷道,高强度灭火,0,,,522,,,2012,单选题,正确调动风流,应急管理,A
矿山安全生产责任制的建立是通过确立各级管理机构和人员的(        )来实现的。,,,安全生产义务,安全生产权利,0,,,208,,,2012,单选题,安全生产职责,法律法规,A
采区电气设备使用(        )V供电时，必须制定专门的安全措施。,,,660,1140,1,,,153,,,2012,单选题,3300,机电运输,A
煤矿企业的主要负责人未履行《安全生产法》规定的安全生产管理职责，导致发生生产安全事故，给予撤职处分，并在(        )年内不得担任任何生产经营单位的主要负责人。,,7,5,3,1,1,,2084,,,2016,单选题,2,2016B500,C
井筒起爆及撤人地点必须位于地面距井口边缘20m以外，暗立（斜）井及石门揭煤起爆及撤人地点必须位于反向风门外500m以上全风压通风的新鲜风流中或者300m以外的避难硐室内。,,,,,0,,,2380,,,2017,判断题,,2017B500,y
主要通风机的运转应当由专职司机负责，司机应（）将通风机运转情况记入运转记录簿内。,,,每班,每30分钟,0,,,2681,,,2017,单选题,每小时,2017B500,A
"无极绳连续牵引车、绳牵引卡轨车、绳牵引单轨吊车,必须设置（）等保护",,打滑,张紧力下降,超速,0,,,2817,,,2017,多选题,越位,2017B500,"A,B,C"
用爆破处理卡在溜煤<矸>眼中的煤、矸时，每次爆破只准使用1个煤矿许用电雷管，使用煤矿许用刚性被筒炸药时，最大装药量不得超过(        )g.,,,450,300,0,,,111,,,2012,单选题,150,爆破安全,C
"倾斜井巷中使用的带式输送机,向上运输时,需要装设（）。",,制动装置,防逆转装置,跑偏保护装置,1,3,,2820,,,2017,多选题,速度保护装置,2017B500,"A,B,C,D"
当电网停电后，矿井监控系统必须保证正常工作时间不小于(        )h。,,,2,1.5,0,,,46,,,2012,单选题,1,机电运输,C
煤矿拒绝、阻碍煤矿安全监察机构及其人员现场检查的，给予警告，可以并处5万元以上10万元以下的罚款，情节严重的，责令(        )。,,,停产整顿,矿长写出检查,0,,,363,,,2012,单选题,矿长停职,法律法规,C
《煤矿安全规程》第六十二条规定：开采近距离煤层，上一煤层采用(        )控制顶板，下一煤层采用垮落法控制顶板时，必须采取制定控制顶板的安全措施。,,垮落法,带状充填法,条带法,1,1,,620,,,2012,多选题,刀柱法,开采安全,ABC
矿井主要泵房应当至少有2个安全出口，一个出口用斜巷通到井筒，另一个出口通到井底车场。,,,,,0,,,1057,,,2012,判断题,,地质安全,y
火区封闭后，现场人员应立即撤出危险区。进人检查或加固密闭墙，应在(        )之后进行。,,,24h,48h,0,,,134,,,2012,单选题,24min,应急管理,C
工会不能对建设项目的安全设施与主体工程同时设计、同时施工、同时投入生产和使用进行监督。,,,,,0,,,1763,,,2016,判断题,,2016B500,n
进行心脏复苏时，病人的正确体位应为(        )。,,,侧卧位,俯卧位,0,,,483,,,2012,单选题,仰卧位,应急管理,A
水泵、水管、闸阀、排水用的配电设备和输电线路，应当经常检查和维护。在每年雨季前，应当全面检修1次，并对全部工作水泵和备用水泵进行()次联合排水试验，发现问题，及时处理。?,,4?,3,2,0,,,2625,,,2017,单选题,1;,2017B500,A
煤矿突水过程主要决定于矿井水文地质条件，与采掘现场无关。,,,,,0,,,1109,,,2012,判断题,,地质安全,n
生产经营单位不得将生产经营项目、场所、设备发包或者出租给没有办公场所或者相应资质的单位或者个人。,,,,,1,,,1698,,,2016,判断题,,2016B500,y
采煤机更换截齿和滚筒时，可以操作液压支架。（）,禁止操作液压支架,,,,0,,,2508,,,2017,判断题,,2017B500,n
企业是安全生产管理的主体，要求企业实现安全生产自我约束、自负责任。,,,,,0,,,1005,,,2012,判断题,,安全管理,y
新建高瓦斯矿井可以使用架线电机车运输。（）,不得使用,,,,0,,,2478,,,2017,判断题,,2017B500,n
《煤矿安全规程》第九十六条规定：报废的井巷，必须在(        )图上标明。,,,巷道施工,井上、下对照,0,,,221,,,2012,单选题,避灾路线,地质安全,B
《安全生产法》把安全投入作为必备的安全保障条件之一，要求生产经营单位应当具备的安全投入，由(        )予以保证。,,安全生产监督管理部门,个人经营的投资人,生产经营单位的主要负责人,0,,,2270,,生产经营单位的财务部门,2016,多选题,生产经营单位的决策机构,2016B500,A，B，C
施工岩平巷时，距掘进工作面5米内的架棚支护，在爆破前必须加固。,,,,,0,,,2530,,,2017,判断题,,2017B500,n
危险物品的生产、储存单位、矿山、金属冶炼单位的安全生产管理人员的任免，应当告知主管的负有安全生产监督管理职责的部门。,,,,,1,,,1695,,,2016,判断题,,2016B500,y
年产量1.0～1.5Mt的矿井，绝对瓦斯涌出量大于()的，必须建立地面永久抽采瓦斯系统或井下临时抽采瓦斯系统。,,25m3/min,30m3/min,35m3/min,0,,,2741,,,2017,单选题,40m3/min,2017B500,C
《安全生产法》第二十八条规定：生产经营单位新建、改建、扩建工程项目的(        )，必须与主体工程同时设计、同时施工、同时投入生产和使用。,,工作设施,安全设施,福利设施,0,1,,2078,,,2016,单选题,生活设施,2016B500,C
矿山救护队到达服务煤矿的时间应当不超过（）分钟。,,60,30,15,0,,,2638,,,2017,单选题,10,2017B500,C
《煤矿安全质量标准化标准》规定：采煤工作面机道内顶梁水平楔数量要齐全<每梁一个>，用小链与梁连挂。有冲击地压工作面选用防飞水平楔。,,,,,0,,,1120,,,2012,判断题,,开采安全,y
集中性漏电是因淋水、潮湿导致电网中某段线路或某些设备绝缘下降至危险值而形成的漏电。,,,,,0,,,1430,,,2012,判断题,,机电运输,n
工会对本单位的安全工作可以行使以下权利(        )。,,依法参加事故调查，向有关部门提出处理意见，并要求追究有关人员的责任,发现危及从业人员生命安全的情况时，有权向生产经营单位建议组织从业人员撤离危险场所,对存在的安全问题提出解决的建议,0,,,635,,,2012,多选题,对违反安全生产法律、法规，侵犯从业人员合法权益的行为，有权要求纠正,安全管理,ABCD
瓦斯矿井总回风巷、主要回风巷、采区回风巷、工作面和工作面进回风巷可选用矿用防爆型电气设备和矿用一般型电气设备。,,,,,0,,,1400,,,2012,判断题,,机电运输,n
发生低浓度瓦斯爆炸后，应尽快恢复灾区通风。,,,,,0,4,,1454,,,2012,判断题,,应急管理,y
钻爆法掘进的岩石巷道，采用锚杆、锚喷等支护形式时，必须采用光面爆破。,,,,,0,,,1160,,,2012,判断题,,开采安全,y
《山西省煤矿建设标准》要求井工矿主水泵房的排水管路不得安设在(        )。,,回风井筒,水仓,管子道,0,,,2206,,,2016,单选题,水泵房,2016B500,D
水文地质条件()及以上的矿井，应当设立专门的防治水机构。?,,极复杂?,复杂;,中等;,0,,,2616,,,2017,单选题,简单;,2017B500,C
采煤方法由(        )相配合而构成。,,采煤技术,采煤设备,采煤工艺,1,1,,605,,,2012,多选题,采煤系统,开采安全,AB
生产矿井主要通风机必须装有反风设施，并能在（）min内改变巷道中的风流方向。,,,10,7,0,,,2679,,,2017,单选题,5,2017B500,C
煤矿矿长依法取得安全资格证、矿长资格证后方可任职，未取得上述两证的不得任职。,,,,,0,,,1591,,,2012,判断题,,法律法规,y
生产经营单位的从业人员在作业过程中，应当(        )。,,正确佩戴和使用劳动防护用品,服从管理,严格遵守本单位的安全生产操作规程,0,,,881,,,2012,多选题,严格遵守本单位的安全生产规章制度,法律法规,ABCD
《安全生产法》规定：危险物品的生产、储存单位以及矿山、金属冶炼单位的(        )的任免，应当告知主管的负有安全生产监督管理职责的部门。,,安全生产管理人员,管理人员,部门负责人,0,,,2225,,,2016,单选题,主要负责人,2016B500,D
任何人不得调动矿山救护队、救援装备和救护车辆从事与应急救援无关的工作，不得挪用紧急避险设施内的（）。,,设备和物品,工具,物品,1,,,2569,,,2017,单选题,设备,2017B500,D
依据《安全生产法》的规定，负有安全生产监督管理职责的部门在依法对生产经营单位执行有关安全生产的法律、法规和国家标准或者行业标准的情况进行监督检查时，可以依法行使的职权有(        )。,,查封扣押权,紧急处置权,当场处理权,1,2,,2273,,责令关闭权,2016,多选题,现场检查权,2016B500,A，B，C，D
突出煤层的掘进工作面在掘进上山时不应采取(        )等措施。,,水力冲孔,水力疏松,深孔爆破,0,,,831,,,2012,多选题,松动爆破,爆破安全,ACD
在矿井突水的抢险救灾中，应加强通风，防止瓦斯和其他有害气体积聚和防止发生熏人事故.,,,,,0,,,1469,,,2012,判断题,,应急管理,y
开采容易自燃和自燃的煤层时，回采过程中不得任意留没设计外煤柱和顶煤。,,,,,0,,,1268,,,2012,判断题,,一通三防,y
架空乘人装置各乘人站设上下人平台，乘人平台处钢丝绳距巷道壁不小于（），路面应进行防滑处理。,,,1m,0.8m,0,,,2657,,,2017,单选题,0.5m,2017B500,C
安全设备的设计、制造、安装、使用、检测、维修、改造和报废，应当符合国家标准或者(        )。,,车间标准,企业标准,地方标准,0,3,,2086,,,2016,单选题,行业标准,2016B500,A
爆炸材料新产品，经国家授权的检验机构检验合格，并取得煤矿矿用产品安全标志后，方可在井下试用。,,,,,0,,,1291,,,2012,判断题,,爆破安全,y
对于防治老空老窑水而言，最好的防治水策略应该是以堵为主。,,,,,0,1,,1087,,,2012,判断题,,地质安全,n
无轨胶轮车运行时应当符合下列要求（）。,,严禁进入专用回风巷和微风、无风区域,同向行驶车辆必须保持不小于50m的安全运行距离,"运行速度,运人时不超过25km/h,运送物料时不超过40km/h",1,,,2827,,,2017,多选题,严禁车辆空挡滑行,2017B500,"A,B,C,D"
下列表述不正确的是(        ),,生产经营单位应当建立安全生产教育和培训档案，如实记录安全生产教育和培训的时间内容参加人员以及考核结果等情况。”,有关生产经营单位应当按照规定提取和使用安全生产费用，专门用于职工安全生产培训。,生产经营单位制定或者修改有关安全生产的规章制度，应当听取工会的意见。,0,3,,2064,,,2016,单选题,生产经营单位作出涉及安全生产的经营决策，应当听取安全生产管理人员的意见。,2016B500,C
进入生产经营单位进行检查，封存有关资料，向有关单位和人员了解情况是负有安全生产监督管理职责的部门依法对生产经营单位进行监督检查的重要职权。,,,,,0,,,1694,,,2016,判断题,,2016B500,y
特种作业人员必须按国家有关规定培训合格，取得资格证书，方可上岗作业。,,,,,0,,,2398,,,2017,判断题,,2017B500,y
《安全生产法》规定，生产经营单位的主要负责人和安全生产管理人员必须具备与本单位所从事的生产经营活动相应的(        )。,,安全生产知识和管理能力,安全生产知识,安全生产管理能力,0,1,,2107,,,2016,单选题,安全作业培训,2016B500,D
煤巷、半煤岩巷和有瓦斯涌出的掘进巷道采用混合式通风，必须制定安全措施。,,,,,0,,,1259,,,2012,判断题,,一通三防,y
煤矿发生生产安全事故后，事故现场有关人员必须立即(        )。,,,报告本单位负责人,组织抢救,0,,,366,,,2012,单选题,离开现场,法律法规,C
对新掘进巷道内建筑的防水闸门，必须进行注水耐压试验，试验的压力不得低于设计水压，其稳压时间应在(        )h以上。试压时应有专门安全措施。,,,36,24,0,,,103,,,2012,单选题,12,地质安全,B
钴孔放水时，如果水量突然变化，应当立即报告矿调度室，分析原因，及时处理。,,,,,0,,,1064,,,2012,判断题,,地质安全,y
